Chn,Identifier,DLC,D0,D1,D2,D3,D4,D5,D6,D7,Time,Dir
0,1F5,8,0,0,0,0,0,FF,0,0,6.06668,R
0,C9,8,97,F8,7,0,0,0,0,0,6.07044,R
0,191,8,0,0,0,0,0,0,0,0,6.07069,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.07616,R
0,1C3,8,9E,F8,7,0,0,0,0,0,6.07633,R
0,199,8,0,0,0,0,0,0,0,FF,6.07889,R
0,F9,8,0,0,0,0,0,0,FF,0,6.07914,R
0,C9,8,AB,F8,7,0,0,0,0,0,6.08042,R
0,191,8,0,0,0,0,0,0,0,0,6.08068,R
0,C9,8,BA,F8,7,0,0,0,0,0,6.09049,R
0,191,8,0,0,0,0,0,0,0,0,6.09075,R
0,199,8,0,0,0,0,0,0,0,FF,6.09152,R
0,F9,8,0,0,0,0,0,0,FF,0,6.09177,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.09203,R
0,121,4,2,0,0,0,,,,,6.0922,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.09245,R
0,C9,8,C9,F8,7,0,0,0,0,0,6.10048,R
0,191,8,0,0,0,0,0,0,0,0,6.10073,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.10099,R
0,1C3,8,CE,F8,7,0,0,0,0,0,6.10116,R
0,2C3,8,0,F9,7,0,0,0,0,0,6.10141,R
0,3C1,8,64,F9,7,0,0,0,0,0,6.10167,R
0,3D1,8,2C,FA,7,0,0,0,0,0,6.10193,R
0,3E9,8,C8,F9,7,0,0,0,0,0,6.10218,R
0,199,8,0,0,0,0,0,0,0,FF,6.10449,R
0,F9,8,0,0,0,0,0,0,FF,0,6.10474,R
0,C9,8,73,F9,7,0,0,0,0,0,6.11046,R
0,191,8,0,0,0,0,0,0,0,0,6.11072,R
0,199,8,0,0,0,0,0,0,0,FF,6.11712,R
0,F9,8,0,0,0,0,0,0,FF,0,6.11737,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.11763,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.11788,R
0,C9,8,82,F9,7,0,0,0,0,0,6.12044,R
0,191,8,0,0,0,0,0,0,0,0,6.1207,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.12283,R
0,1C3,8,88,F9,7,0,0,0,0,0,6.12309,R
0,199,8,0,0,0,0,0,0,0,FF,6.13009,R
0,F9,8,0,0,0,0,0,0,FF,0,6.13034,R
0,C9,8,96,F9,7,0,0,0,0,0,6.1306,R
0,191,8,0,0,0,0,0,0,0,0,6.13085,R
0,C9,8,A5,F9,7,0,0,0,0,0,6.1405,R
0,191,8,0,0,0,0,0,0,0,0,6.14067,R
0,199,8,0,0,0,0,0,0,0,FF,6.14272,R
0,F9,8,0,0,0,0,0,0,FF,0,6.14297,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.14323,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.14348,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.14613,R
0,1C3,8,AC,F9,7,0,0,0,0,0,6.14638,R
0,C9,8,B9,F9,7,0,0,0,0,0,6.15048,R
0,191,8,0,0,0,0,0,0,0,0,6.15074,R
0,2C3,8,EB,F9,7,0,0,0,0,0,6.15099,R
0,3F9,8,49,FB,7,0,0,0,0,0,6.15116,R
0,3FB,8,E5,FA,7,0,0,0,0,0,6.15142,R
0,199,8,0,0,0,0,0,0,0,FF,6.15569,R
0,F9,8,0,0,0,0,0,0,FF,0,6.15594,R
0,C9,8,F4,FA,7,0,0,0,0,0,6.16046,R
0,191,8,0,0,0,0,0,0,0,0,6.16072,R
0,199,8,0,0,0,0,0,0,0,FF,6.16832,R
0,F9,8,0,0,0,0,0,0,FF,0,6.16857,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.16883,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.16908,R
0,C9,8,3,FB,7,0,0,0,0,0,6.17045,R
0,191,8,0,0,0,0,0,0,0,0,6.1707,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.17096,R
0,1C3,8,8,FB,7,0,0,0,0,0,6.17122,R
0,121,4,2,0,0,0,,,,,6.17156,R
0,C9,8,17,FB,7,0,0,0,0,0,6.18043,R
0,191,8,0,0,0,0,0,0,0,0,6.18069,R
0,199,8,0,0,0,0,0,0,0,FF,6.18129,R
0,F9,8,0,0,0,0,0,0,FF,0,6.18154,R
0,C9,8,26,FB,7,0,0,0,0,0,6.1905,R
0,191,8,0,0,0,0,0,0,0,0,6.19076,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.19281,R
0,1C3,8,2C,FB,7,0,0,0,0,0,6.19306,R
0,199,8,0,0,0,0,0,0,0,FF,6.19392,R
0,F9,8,0,0,0,0,0,0,FF,0,6.19417,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.19443,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.19468,R
0,C9,8,3A,FB,7,0,0,0,0,0,6.20049,R
0,191,8,0,0,0,0,0,0,0,0,6.20074,R
0,2C3,8,6C,FB,7,0,0,0,0,0,6.201,R
0,3C1,8,D0,FB,7,0,0,0,0,0,6.20117,R
0,3D1,8,98,FC,7,0,0,0,0,0,6.20142,R
0,3E9,8,34,FC,7,0,0,0,0,0,6.20168,R
0,199,8,0,0,0,0,0,0,0,FF,6.20697,R
0,F9,8,0,0,0,0,0,0,FF,0,6.20723,R
0,C9,8,DF,FB,7,0,0,0,0,0,6.21047,R
0,191,8,0,0,0,0,0,0,0,0,6.21073,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.21619,R
0,1C3,8,E6,FB,7,0,0,0,0,0,6.21644,R
0,199,8,0,0,0,0,0,0,0,FF,6.2196,R
0,F9,8,0,0,0,0,0,0,FF,0,6.21977,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.22003,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.22028,R
0,C9,8,F3,FB,7,0,0,0,0,0,6.22054,R
0,191,8,0,0,0,0,0,0,0,0,6.2208,R
0,C9,8,2,FC,7,0,0,0,0,0,6.23044,R
0,191,8,0,0,0,0,0,0,0,0,6.23069,R
0,199,8,0,0,0,0,0,0,0,FF,6.23257,R
0,F9,8,0,0,0,0,0,0,FF,0,6.23283,R
0,C9,8,11,FC,7,0,0,0,0,0,6.24051,R
0,191,8,0,0,0,0,0,0,0,0,6.24076,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.24093,R
0,1C3,8,16,FC,7,0,0,0,0,0,6.24119,R
0,199,8,0,0,0,0,0,0,0,FF,6.2452,R
0,F9,8,0,0,0,0,0,0,FF,0,6.24537,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.24563,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.24588,R
0,C9,8,25,FC,7,0,0,0,0,0,6.25049,R
0,191,8,0,0,0,0,0,0,0,0,6.25075,R
0,2C3,8,57,FC,7,0,0,0,0,0,6.251,R
0,121,4,2,0,0,0,,,,,6.2516,R
0,199,8,0,0,0,0,0,0,0,FF,6.25817,R
0,F9,8,0,0,0,0,0,0,FF,0,6.25843,R
0,C9,8,66,FC,7,0,0,0,0,0,6.26048,R
0,191,8,0,0,0,0,0,0,0,0,6.26073,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.26278,R
0,1C3,8,6C,FC,7,0,0,0,0,0,6.26304,R
0,C9,8,7A,FC,7,0,0,0,0,0,6.27046,R
0,191,8,0,0,0,0,0,0,0,0,6.27072,R
0,F9,8,0,0,0,0,0,0,FF,0,6.27097,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.27123,R
0,199,8,0,0,0,0,0,0,0,FF,6.27148,R
0,C9,8,89,FC,7,0,0,0,0,0,6.28044,R
0,191,8,0,0,0,0,0,0,0,0,6.2807,R
0,199,8,0,0,0,0,0,0,0,FF,6.2836,R
0,F9,8,0,0,0,0,0,0,FF,0,6.28386,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.28616,R
0,1C3,8,90,FC,7,0,0,0,0,0,6.28642,R
0,C9,8,9D,FC,7,0,0,0,0,0,6.29051,R
0,191,8,0,0,0,0,0,0,0,0,6.29077,R
0,199,8,0,0,0,0,0,0,0,FF,6.29623,R
0,F9,8,0,0,0,0,0,0,FF,0,6.29649,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.29674,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.297,R
0,C9,8,AC,FC,7,0,0,0,0,0,6.3005,R
0,191,8,0,0,0,0,0,0,0,0,6.30075,R
0,2C3,8,DE,FC,7,0,0,0,0,0,6.30101,R
0,3C1,8,42,FD,7,0,0,0,0,0,6.30118,R
0,3D1,8,0A,FE,7,0,0,0,0,0,6.30144,R
0,3E9,8,A6,FD,7,0,0,0,0,0,6.30169,R
0,199,8,0,0,0,0,0,0,0,FF,6.3092,R
0,F9,8,0,0,0,0,0,0,FF,0,6.30946,R
0,C9,8,51,FD,7,0,0,0,0,0,6.31048,R
0,191,8,0,0,0,0,0,0,0,0,6.31074,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.31099,R
0,1C3,8,56,FD,7,0,0,0,0,0,6.31125,R
0,C9,8,65,FD,7,0,0,0,0,0,6.32046,R
0,191,8,0,0,0,0,0,0,0,0,6.32072,R
0,199,8,0,0,0,0,0,0,0,FF,6.32183,R
0,F9,8,0,0,0,0,0,0,FF,0,6.32209,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.32234,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.3226,R
0,C9,8,74,FD,7,0,0,0,0,0,6.33045,R
0,191,8,0,0,0,0,0,0,0,0,6.3307,R
0,121,4,2,0,0,0,,,,,6.33156,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.33284,R
0,1C3,8,7A,FD,7,0,0,0,0,0,6.33309,R
0,199,8,0,0,0,0,0,0,0,FF,6.3348,R
0,F9,8,0,0,0,0,0,0,FF,0,6.33506,R
0,C9,8,88,FD,7,0,0,0,0,0,6.34052,R
0,191,8,0,0,0,0,0,0,0,0,6.34077,R
0,199,8,0,0,0,0,0,0,0,FF,6.34743,R
0,F9,8,0,0,0,0,0,0,FF,0,6.34769,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.34794,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.3482,R
0,C9,8,97,FD,7,0,0,0,0,0,6.3505,R
0,191,8,0,0,0,0,0,0,0,0,6.35076,R
0,2C3,8,C9,FD,7,0,0,0,0,0,6.35101,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.35622,R
0,1C3,8,D0,FD,7,0,0,0,0,0,6.35648,R
0,199,8,0,0,0,0,0,0,0,FF,6.3604,R
0,C9,8,DD,FD,7,0,0,0,0,0,6.36066,R
0,F9,8,0,0,0,0,0,0,FF,0,6.36091,R
0,191,8,0,0,0,0,0,0,0,0,6.36117,R
0,C9,8,EC,FD,7,0,0,0,0,0,6.37047,R
0,191,8,0,0,0,0,0,0,0,0,6.37073,R
0,199,8,0,0,0,0,0,0,0,FF,6.37303,R
0,F9,8,0,0,0,0,0,0,FF,0,6.37329,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.37354,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.3738,R
0,C9,8,FB,FD,7,0,0,0,0,0,6.38045,R
0,191,8,0,0,0,0,0,0,0,0,6.38071,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.38097,R
0,1C3,8,0,FE,7,0,0,0,0,0,6.38122,R
0,199,8,0,0,0,0,0,0,0,FF,6.386,R
0,F9,8,0,0,0,0,0,0,FF,0,6.38626,R
0,C9,8,0F,FE,7,0,0,0,0,0,6.39052,R
0,191,8,0,0,0,0,0,0,0,0,6.39078,R
0,C9,8,1D,FE,7,0,0,0,0,0,6.39718,R
0,191,8,0,0,0,0,0,0,0,0,6.39744,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.39769,R
0,1C3,8,22,FE,7,0,0,0,0,0,6.39786,R
0,2C3,8,54,FE,7,0,0,0,0,0,6.39812,R
0,3C1,8,B8,FE,7,0,0,0,0,0,6.39837,R
0,3D1,8,80,FF,7,0,0,0,0,0,6.39863,R
0,F9,8,0,0,0,0,0,0,FF,0,6.39889,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.39914,R
0,199,8,0,0,0,0,0,0,0,FF,6.3994,R
0,3E9,8,1C,FF,7,0,0,0,0,0,6.39965,R
0,3F9,8,16,0,8,0,0,0,0,0,6.39991,R
0,3FB,8,B2,FF,7,0,0,0,0,0,6.40008,R
0,4C1,8,0A,2,8,0,0,0,0,0,6.40034,R
0,4D1,8,A6,1,8,0,0,0,0,0,6.40059,R
0,4F1,8,8E,5,8,0,0,0,0,0,6.40085,R
0,772,8,F2,5,8,0,0,0,0,0,6.4011,R
0,C9,8,9D,5,8,0,0,0,0,0,6.40716,R
0,191,8,0,0,0,0,0,0,0,0,6.40742,R
0,199,8,0,0,0,0,0,0,0,FF,6.41152,R
0,F9,8,0,0,0,0,0,0,FF,0,6.41177,R
0,121,4,2,0,0,0,,,,,6.41194,R
0,C9,8,AC,5,8,0,0,0,0,0,6.41715,R
0,191,8,0,0,0,0,0,0,0,0,6.4174,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.41954,R
0,1C3,8,B2,5,8,0,0,0,0,0,6.41971,R
0,199,8,0,0,0,0,0,0,0,FF,6.42414,R
0,F9,8,0,0,0,0,0,0,FF,0,6.42432,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.42457,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.42483,R
0,C9,8,C0,5,8,0,0,0,0,0,6.42713,R
0,191,8,0,0,0,0,0,0,0,0,6.42739,R
0,199,8,0,0,0,0,0,0,0,FF,6.43712,R
0,C9,8,CF,5,8,0,0,0,0,0,6.43737,R
0,F9,8,0,0,0,0,0,0,FF,0,6.43763,R
0,191,8,0,0,0,0,0,0,0,0,6.4378,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.44292,R
0,1C3,8,D6,5,8,0,0,0,0,0,6.44309,R
0,C9,8,E3,5,8,0,0,0,0,0,6.44718,R
0,191,8,0,0,0,0,0,0,0,0,6.44744,R
0,2C3,8,15,6,8,0,0,0,0,0,6.4477,R
0,199,8,0,0,0,0,0,0,0,FF,6.44974,R
0,F9,8,0,0,0,0,0,0,FF,0,6.45,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.45017,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.45043,R
0,C9,8,24,6,8,0,0,0,0,0,6.45717,R
0,191,8,0,0,0,0,0,0,0,0,6.45742,R
0,199,8,0,0,0,0,0,0,0,FF,6.46272,R
0,F9,8,0,0,0,0,0,0,FF,0,6.46297,R
0,C9,8,33,6,8,0,0,0,0,0,6.46715,R
0,191,8,0,0,0,0,0,0,0,0,6.46741,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.46766,R
0,1C3,8,38,6,8,0,0,0,0,0,6.46792,R
0,199,8,0,0,0,0,0,0,0,FF,6.47534,R
0,F9,8,0,0,0,0,0,0,FF,0,6.4756,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.47586,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.47603,R
0,C9,8,47,6,8,0,0,0,0,0,6.47714,R
0,191,8,0,0,0,0,0,0,0,0,6.47739,R
0,C9,8,56,6,8,0,0,0,0,0,6.48721,R
0,191,8,0,0,0,0,0,0,0,0,6.48738,R
0,199,8,0,0,0,0,0,0,0,FF,6.48832,R
0,F9,8,0,0,0,0,0,0,FF,0,6.48857,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.48951,R
0,1C3,8,5C,6,8,0,0,0,0,0,6.48977,R
0,121,4,2,0,0,0,,,,,6.49156,R
0,C9,8,6A,6,8,0,0,0,0,0,6.49719,R
0,191,8,0,0,0,0,0,0,0,0,6.49745,R
0,2C3,8,9C,6,8,0,0,0,0,0,6.49762,R
0,3C1,8,0,7,8,0,0,0,0,0,6.49787,R
0,3D1,8,C8,7,8,0,0,0,0,0,6.49813,R
0,3E9,8,64,7,8,0,0,0,0,0,6.49838,R
0,199,8,0,0,0,0,0,0,0,FF,6.50094,R
0,F9,8,0,0,0,0,0,0,FF,0,6.5012,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.50146,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.50163,R
0,4C9,8,0,0,0,0,FF,0,FF,0,6.50188,R
0,77F,8,0,FF,0,0,0,0,FF,0,6.50214,R
0,C9,8,0F,7,8,0,0,0,0,0,6.50717,R
0,191,8,0,0,0,0,0,0,0,0,6.50743,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.51289,R
0,1C3,8,16,7,8,0,0,0,0,0,6.51315,R
0,199,8,0,0,0,0,0,0,0,FF,6.51477,R
0,F9,8,0,0,0,0,0,0,FF,0,6.51502,R
0,C9,8,23,7,8,0,0,0,0,0,6.51716,R
0,191,8,0,0,0,0,0,0,0,0,6.51741,R
0,C9,8,32,7,8,0,0,0,0,0,6.52714,R
0,191,8,0,0,0,0,0,0,0,0,6.5274,R
0,F9,8,0,0,0,0,0,0,FF,0,6.52765,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.52791,R
0,199,8,0,0,0,0,0,0,0,FF,6.52817,R
0,C9,8,41,7,8,0,0,0,0,0,6.53721,R
0,191,8,0,0,0,0,0,0,0,0,6.53747,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.53764,R
0,1C3,8,46,7,8,0,0,0,0,0,6.53789,R
0,199,8,0,0,0,0,0,0,0,FF,6.5402,R
0,F9,8,0,0,0,0,0,0,FF,0,6.54045,R
0,C9,8,55,7,8,0,0,0,0,0,6.5472,R
0,191,8,0,0,0,0,0,0,0,0,6.54745,R
0,2C3,8,87,7,8,0,0,0,0,0,6.54762,R
0,199,8,0,0,0,0,0,0,0,FF,6.55283,R
0,F9,8,0,0,0,0,0,0,FF,0,6.55308,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.55334,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.5536,R
0,C9,8,96,7,8,0,0,0,0,0,6.55718,R
0,191,8,0,0,0,0,0,0,0,0,6.55744,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.55948,R
0,1C3,8,9C,7,8,0,0,0,0,0,6.55974,R
0,199,8,0,0,0,0,0,0,0,FF,6.5658,R
0,F9,8,0,0,0,0,0,0,FF,0,6.56605,R
0,C9,8,AA,7,8,0,0,0,0,0,6.56716,R
0,191,8,0,0,0,0,0,0,0,0,6.56742,R
0,121,4,2,0,0,0,,,,,6.5716,R
0,C9,8,B9,7,8,0,0,0,0,0,6.57715,R
0,191,8,0,0,0,0,0,0,0,0,6.5774,R
0,199,8,0,0,0,0,0,0,0,FF,6.57843,R
0,F9,8,0,0,0,0,0,0,FF,0,6.57868,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.57894,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.5792,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.58286,R
0,1C3,8,C0,7,8,0,0,0,0,0,6.58312,R
0,C9,8,CD,7,8,0,0,0,0,0,6.58722,R
0,191,8,0,0,0,0,0,0,0,0,6.58747,R
0,199,8,0,0,0,0,0,0,0,FF,6.5914,R
0,F9,8,0,0,0,0,0,0,FF,0,6.59165,R
0,C9,8,DC,7,8,0,0,0,0,0,6.5972,R
0,191,8,0,0,0,0,0,0,0,0,6.59746,R
0,2C3,8,0E,8,8,0,0,0,0,0,6.59771,R
0,3C1,8,72,8,8,0,0,0,0,0,6.59788,R
0,3D1,8,3A,9,8,0,0,0,0,0,6.59814,R
0,3E9,8,D6,8,8,0,0,0,0,0,6.5984,R
0,199,8,0,0,0,0,0,0,0,FF,6.60403,R
0,F9,8,0,0,0,0,0,0,FF,0,6.60428,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.60454,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.6048,R
0,C9,8,81,8,8,0,0,0,0,0,6.60718,R
0,191,8,0,0,0,0,0,0,0,0,6.60744,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.6077,R
0,1C3,8,86,8,8,0,0,0,0,0,6.60795,R
0,199,8,0,0,0,0,0,0,0,FF,6.617,R
0,C9,8,95,8,8,0,0,0,0,0,6.61725,R
0,F9,8,0,0,0,0,0,0,FF,0,6.61751,R
0,191,8,0,0,0,0,0,0,0,0,6.61777,R
0,C9,8,A4,8,8,0,0,0,0,0,6.62715,R
0,191,8,0,0,0,0,0,0,0,0,6.62741,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.62954,R
0,199,8,0,0,0,0,0,0,0,FF,6.6298,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.63005,R
0,F9,8,0,0,0,0,0,0,FF,0,6.63031,R
0,1C3,8,AA,8,8,0,0,0,0,0,6.63048,R
0,C9,8,B8,8,8,0,0,0,0,0,6.63722,R
0,191,8,0,0,0,0,0,0,0,0,6.63748,R
0,199,8,0,0,0,0,0,0,0,FF,6.64251,R
0,F9,8,0,0,0,0,0,0,FF,0,6.64268,R
0,C9,8,C7,8,8,0,0,0,0,0,6.64721,R
0,191,8,0,0,0,0,0,0,0,0,6.64746,R
0,2C3,8,F9,8,8,0,0,0,0,0,6.64772,R
0,3F9,8,57,0A,8,0,0,0,0,0,6.64789,R
0,3FB,8,F3,9,8,0,0,0,0,0,6.64814,R
0,121,4,2,0,0,0,,,,,6.65156,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.65284,R
0,1C3,8,FA,9,8,0,0,0,0,0,6.65309,R
0,199,8,0,0,0,0,0,0,0,FF,6.65506,R
0,F9,8,0,0,0,0,0,0,FF,0,6.65531,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.65557,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.65582,R
0,C9,8,7,0A,8,0,0,0,0,0,6.65719,R
0,191,8,0,0,0,0,0,0,0,0,6.65745,R
0,C9,8,16,0A,8,0,0,0,0,0,6.66717,R
0,191,8,0,0,0,0,0,0,0,0,6.66743,R
0,199,8,0,0,0,0,0,0,0,FF,6.66811,R
0,F9,8,0,0,0,0,0,0,FF,0,6.66828,R
0,C9,8,25,0A,8,0,0,0,0,0,6.67716,R
0,191,8,0,0,0,0,0,0,0,0,6.67741,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.67767,R
0,1C3,8,2A,0A,8,0,0,0,0,0,6.67793,R
0,199,8,0,0,0,0,0,0,0,FF,6.68066,R
0,F9,8,0,0,0,0,0,0,FF,0,6.68091,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.68117,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.68142,R
0,C9,8,39,0A,8,0,0,0,0,0,6.68723,R
0,191,8,0,0,0,0,0,0,0,0,6.68748,R
0,199,8,0,0,0,0,0,0,0,FF,6.69371,R
0,F9,8,0,0,0,0,0,0,FF,0,6.69397,R
0,C9,8,48,0A,8,0,0,0,0,0,6.69721,R
0,191,8,0,0,0,0,0,0,0,0,6.69747,R
0,2C3,8,7A,0A,8,0,0,0,0,0,6.69772,R
0,3C1,8,DE,0A,8,0,0,0,0,0,6.69789,R
0,3D1,8,A6,0B,8,0,0,0,0,0,6.69815,R
0,3E9,8,42,0B,8,0,0,0,0,0,6.69841,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.69952,R
0,1C3,8,E4,0A,8,0,0,0,0,0,6.69977,R
0,199,8,0,0,0,0,0,0,0,FF,6.70626,R
0,F9,8,0,0,0,0,0,0,FF,0,6.70651,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.70677,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.70702,R
0,C9,8,F2,0A,8,0,0,0,0,0,6.70728,R
0,191,8,0,0,0,0,0,0,0,0,6.70754,R
0,C9,8,1,0B,8,0,0,0,0,0,6.71718,R
0,191,8,0,0,0,0,0,0,0,0,6.71744,R
0,199,8,0,0,0,0,0,0,0,FF,6.71931,R
0,F9,8,0,0,0,0,0,0,FF,0,6.71957,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.7229,R
0,1C3,8,8,0B,8,0,0,0,0,0,6.72307,R
0,C9,8,15,0B,8,0,0,0,0,0,6.72716,R
0,191,8,0,0,0,0,0,0,0,0,6.72742,R
0,121,4,2,0,0,0,,,,,6.7316,R
0,199,8,0,0,0,0,0,0,0,FF,6.73186,R
0,F9,8,0,0,0,0,0,0,FF,0,6.73211,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.73237,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.73262,R
0,C9,8,24,0B,8,0,0,0,0,0,6.73723,R
0,191,8,0,0,0,0,0,0,0,0,6.73749,R
0,199,8,0,0,0,0,0,0,0,FF,6.74491,R
0,F9,8,0,0,0,0,0,0,FF,0,6.74517,R
0,C9,8,33,0B,8,0,0,0,0,0,6.74722,R
0,191,8,0,0,0,0,0,0,0,0,6.74747,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.74773,R
0,1C3,8,38,0B,8,0,0,0,0,0,6.7479,R
0,2C3,8,6A,0B,8,0,0,0,0,0,6.74816,R
0,C9,8,79,0B,8,0,0,0,0,0,6.7572,R
0,191,8,0,0,0,0,0,0,0,0,6.75746,R
0,F9,8,0,0,0,0,0,0,FF,0,6.75771,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.75797,R
0,199,8,0,0,0,0,0,0,0,FF,6.75822,R
0,C9,8,88,0B,8,0,0,0,0,0,6.76718,R
0,191,8,0,0,0,0,0,0,0,0,6.76744,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.76957,R
0,1C3,8,8E,0B,8,0,0,0,0,0,6.76974,R
0,199,8,0,0,0,0,0,0,0,FF,6.77034,R
0,F9,8,0,0,0,0,0,0,FF,0,6.7706,R
0,C9,8,9C,0B,8,0,0,0,0,0,6.77717,R
0,191,8,0,0,0,0,0,0,0,0,6.77742,R
0,199,8,0,0,0,0,0,0,0,FF,6.78297,R
0,F9,8,0,0,0,0,0,0,FF,0,6.78323,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.78348,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.78374,R
0,C9,8,AB,0B,8,0,0,0,0,0,6.78724,R
0,191,8,0,0,0,0,0,0,0,0,6.78741,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.79287,R
0,1C3,8,B2,0B,8,0,0,0,0,0,6.79313,R
0,199,8,0,0,0,0,0,0,0,FF,6.79594,R
0,F9,8,0,0,0,0,0,0,FF,0,6.7962,R
0,C9,8,BF,0B,8,0,0,0,0,0,6.79722,R
0,191,8,0,0,0,0,0,0,0,0,6.79748,R
0,2C3,8,F1,0B,8,0,0,0,0,0,6.79773,R
0,3C1,8,55,0C,8,0,0,0,0,0,6.7979,R
0,3D1,8,1D,0D,8,0,0,0,0,0,6.79816,R
0,3E9,8,B9,0C,8,0,0,0,0,0,6.79842,R
0,C9,8,64,0C,8,0,0,0,0,0,6.80721,R
0,191,8,0,0,0,0,0,0,0,0,6.80746,R
0,199,8,0,0,0,0,0,0,0,FF,6.80857,R
0,F9,8,0,0,0,0,0,0,FF,0,6.80883,R
0,19D,8,0,0,0,0,0,FF,FF,0,6.80908,R
0,1F5,8,0,0,0,0,0,FF,0,0,6.80934,R
0,121,4,2,0,0,0,,,,,6.81156,R
0,C9,8,73,0C,8,0,0,0,0,0,6.81719,R
0,191,8,0,0,0,0,0,0,0,0,6.81745,R
0,1A1,8,35,B6,0,0,0,0,0,0,6.8177,R
0,1C3,8,78,0C,8,0,0,0,0,0,6.81796,R
0,199,8,0,0,0,0,0,0,0,FF,6.82154,R
0,F9,8,0,0,0,0,0,0,FF,0,6.8218,R
0,C9,8,87,0C,8,0,0,0,0,0,6.82717,R
